,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DISTRIBUCIONES AUTOPART´S S.A.S.,,,,,,,,,,,,,,,,,,
,,,,,,"CR 50A # 46 - 48 Piso 3 - Itagui, Antioquia. Tel. (57) 3233218558 - ASESORA KATERINE LONDOÑO",,,,,,,,,,,,,,,,,,
,,,,,,IMPORTADOR MAYORISTA DE AUTOPARTES,,,,,,,,,,,,,,,,,,
,,,,,,e-mail: katerinelondono82@gmail.com,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,LISTA DE PRECIOS NACIONAL,,,,,,,,,,,,,,,,,,
ESTADO,#,CODIGO,Bod,Ref,Origen,Descripción,Vehiculo,Marca,Precio Antes de Iva,Dscto,,,,,,,,,,#,ALFABETICA,CATEGORIA,,
AGOTADO,1,H1367,3 ,-,NAL,ABRAZADERA BUJE B-E CENTRO ,HD ATOS,NAL,,20%,,,,,,,,,,1,A,SUSPENSION,,
,2,H1245,10 ,54571-22000,NAL,ABRAZADERA BUJE PUÑO ,HD ACCENT- ATOS,OEM,"$ 4,530",20%,,,,,,,,,,1,A,SUSPENSION,,
,3,R0197,160 ,R0144,CHINA,ABRAZADERA CAJA DIR ,RN CLIO II- TWINGO-MEGANE,S G,"$ 10,920",20%,,,,,,,,,,1,A,SUSPENSION,,
AGOTADO,4,V0306,98 ,-,CHINA,"ABRAZADERA PLAST GDE . 38CM 7,6MM",TODOS,OEM,,20%,,,,,,,,,,1,A,SUSPENSION,,
,5,H4666,2 ,35150-02600,KOREA,ACTUADOR ACELERACION,HD ATOS ,KAP,"$ 147,900",20%,,,,,,,,,,4,a,PARTE ELECTRICA,,
,6,H4718,76 ,35150-02600,CHINA,ACTUADOR ACELERACION ,HD ATOS,OEM,"$ 46,310",20%,,,,,,,,,,4,A,PARTE ELECTRICA,,
